"행정구역","2026년07월_계_총인구수","2026년07월_계_연령구간인구수","2026년07월_계_0~9세","2026년07월_계_10~19세","2026년07월_계_20~29세","2026년07월_계_30~39세","2026년07월_계_40~49세","2026년07월_계_50~59세","2026년07월_계_60~69세","2026년07월_계_70~79세","2026년07월_계_80~89세","2026년07월_계_90~99세","2026년07월_계_100세 이상","2026년07월_남_총인구수","2026년07월_남_연령구간인구수","2026년07월_남_0~9세","2026년07월_남_10~19세","2026년07월_남_20~29세","2026년07월_남_30~39세","2026년07월_남_40~49세","2026년07월_남_50~59세","2026년07월_남_60~69세","2026년07월_남_70~79세","2026년07월_남_80~89세","2026년07월_남_90~99세","2026년07월_남_100세 이상","2026년07월_여_총인구수","2026년07월_여_연령구간인구수","2026년07월_여_0~9세","2026년07월_여_10~19세","2026년07월_여_20~29세","2026년07월_여_30~39세","2026년07월_여_40~49세","2026년07월_여_50~59세","2026년07월_여_60~69세","2026년07월_여_70~79세","2026년07월_여_80~89세","2026년07월_여_90~99세","2026년07월_여_100세 이상"
"서울특별시  (1100000000)","9,284,263","9,284,263","451,972","715,129","1,227,845","1,469,932","1,355,107","1,459,594","1,315,703","852,165","376,692","58,633","1,491","4,468,307","4,468,307","232,077","364,467","572,134","733,832","669,318","716,888","625,046","383,257","153,966","17,001","321","4,815,956","4,815,956","219,895","350,662","655,711","736,100","685,789","742,706","690,657","468,908","222,726","41,632","1,170"
"서울특별시 종로구 (1111000000)","136,139","136,139","4,941","9,032","19,804","19,949","18,004","22,384","20,933","12,835","6,938","1,277","42","65,198","65,198","2,536","4,431","9,143","9,988","8,628","10,937","10,431","5,941","2,741","408","14","70,941","70,941","2,405","4,601","10,661","9,961","9,376","11,447","10,502","6,894","4,197","869","28"
"서울특별시 중구 (1114000000)","117,493","117,493","4,812","5,850","15,265","21,282","16,115","17,688","17,755","11,795","5,852","1,053","26","56,335","56,335","2,451","2,911","6,804","10,562","8,046","8,841","8,772","5,438","2,223","282","5","61,158","61,158","2,361","2,939","8,461","10,720","8,069","8,847","8,983","6,357","3,629","771","21"
"서울특별시 용산구 (1117000000)","199,575","199,575","9,759","12,570","25,488","36,953","28,932","31,377","27,813","16,448","8,495","1,682","58","94,772","94,772","4,926","6,389","11,219","17,947","14,254","15,163","13,648","7,448","3,250","509","19","104,803","104,803","4,833","6,181","14,269","19,006","14,678","16,214","14,165","9,000","5,245","1,173","39"
"서울특별시 성동구 (1120000000)","274,346","274,346","15,608","17,107","37,097","48,367","39,483","42,584","38,510","22,862","11,016","1,681","31","132,283","132,283","8,002","8,473","17,589","23,764","19,812","20,785","18,834","10,299","4,276","444","5","142,063","142,063","7,606","8,634","19,508","24,603","19,671","21,799","19,676","12,563","6,740","1,237","26"
"서울특별시 광진구 (1121500000)","330,802","330,802","13,235","22,807","54,043","57,092","45,799","50,526","45,932","27,396","12,037","1,887","48","158,095","158,095","6,767","11,481","24,536","28,372","22,393","24,480","22,084","12,389","5,047","533","13","172,707","172,707","6,468","11,326","29,507","28,720","23,406","26,046","23,848","15,007","6,990","1,354","35"
"서울특별시 동대문구 (1123000000)","353,070","353,070","18,001","23,235","55,356","56,437","48,559","52,682","48,911","32,133","15,447","2,256","53","171,884","171,884","9,202","11,743","25,795","28,553","24,783","26,454","23,980","14,545","6,127","691","11","181,186","181,186","8,799","11,492","29,561","27,884","23,776","26,228","24,931","17,588","9,320","1,565","42"
"서울특별시 중랑구 (1126000000)","376,282","376,282","16,119","22,877","43,919","59,322","50,366","60,683","64,416","39,324","16,810","2,383","63","183,450","183,450","8,185","11,730","20,584","30,166","26,166","29,955","31,194","18,018","6,781","660","11","192,832","192,832","7,934","11,147","23,335","29,156","24,200","30,728","33,222","21,306","10,029","1,723","52"
"서울특별시 성북구 (1129000000)","421,289","421,289","20,918","33,851","61,764","57,144","59,010","70,165","58,512","38,045","18,905","2,901","74","200,918","200,918","10,810","17,002","28,667","28,481","29,157","34,301","27,550","16,715","7,386","834","15","220,371","220,371","10,108","16,849","33,097","28,663","29,853","35,864","30,962","21,330","11,519","2,067","59"
"서울특별시 강북구 (1130500000)","277,695","277,695","9,337","17,588","33,383","34,481","35,741","47,982","47,650","32,946","16,339","2,203","45","133,427","133,427","4,748","8,937","15,365","18,086","18,664","23,744","22,683","14,205","6,328","657","10","144,268","144,268","4,589","8,651","18,018","16,395","17,077","24,238","24,967","18,741","10,011","1,546","35"
"서울특별시 도봉구 (1132000000)","298,067","298,067","11,403","20,919","32,203","37,083","39,064","51,231","53,212","34,283","16,121","2,480","68","143,743","143,743","5,907","10,879","15,746","19,090","19,639","24,619","24,928","15,756","6,466","695","18","154,324","154,324","5,496","10,040","16,457","17,993","19,425","26,612","28,284","18,527","9,655","1,785","50"
"서울특별시 노원구 (1135000000)","480,549","480,549","22,388","43,353","59,673","61,990","67,810","82,330","72,202","46,168","20,971","3,578","86","229,537","229,537","11,528","22,330","29,896","31,321","32,486","39,500","33,470","20,311","7,745","936","14","251,012","251,012","10,860","21,023","29,777","30,669","35,324","42,830","38,732","25,857","13,226","2,642","72"
"서울특별시 은평구 (1138000000)","453,056","453,056","19,690","33,022","54,303","67,120","63,668","75,971","69,151","45,219","21,671","3,169","72","214,001","214,001","10,165","16,761","25,167","32,674","31,372","36,518","32,094","19,639","8,636","954","21","239,055","239,055","9,525","16,261","29,136","34,446","32,296","39,453","37,057","25,580","13,035","2,215","51"
"서울특별시 서대문구 (1141000000)","299,531","299,531","14,852","21,638","44,234","45,491","41,614","47,259","41,817","26,326","13,971","2,270","59","141,080","141,080","7,612","10,689","19,939","22,313","20,446","22,876","19,726","11,423","5,357","685","14","158,451","158,451","7,240","10,949","24,295","23,178","21,168","24,383","22,091","14,903","8,614","1,585","45"
"서울특별시 마포구 (1144000000)","356,154","356,154","17,775","25,602","53,446","64,455","54,092","55,715","42,704","26,243","13,735","2,336","51","165,241","165,241","9,111","12,744","22,974","30,262","26,017","26,848","20,213","11,148","5,204","709","11","190,913","190,913","8,664","12,858","30,472","34,193","28,075","28,867","22,491","15,095","8,531","1,627","40"
"서울특별시 양천구 (1147000000)","420,595","420,595","22,014","45,614","44,696","51,364","68,458","70,887","62,064","38,800","14,350","2,288","60","204,487","204,487","11,325","23,522","22,180","25,581","32,852","35,081","29,514","18,020","5,832","571","9","216,108","216,108","10,689","22,092","22,516","25,783","35,606","35,806","32,550","20,780","8,518","1,717","51"
"서울특별시 강서구 (1150000000)","548,268","548,268","25,979","39,755","69,388","96,793","81,175","80,952","78,627","51,821","20,256","3,420","102","261,594","261,594","13,300","20,283","30,852","48,054","40,789","39,632","36,186","23,381","8,185","918","14","286,674","286,674","12,679","19,472","38,536","48,739","40,386","41,320","42,441","28,440","12,071","2,502","88"
"서울특별시 구로구 (1153000000)","382,531","382,531","19,021","26,652","44,923","62,042","54,024","59,487","57,691","39,862","16,505","2,278","46","186,598","186,598","9,801","13,447","21,360","31,615","27,602","29,608","27,411","18,073","7,007","666","8","195,933","195,933","9,220","13,205","23,563","30,427","26,422","29,879","30,280","21,789","9,498","1,612","38"
"서울특별시 금천구 (1154500000)","222,421","222,421","8,007","11,832","30,730","40,255","27,350","34,223","37,153","22,148","9,404","1,294","25","111,546","111,546","4,082","6,007","14,529","22,050","14,822","17,185","18,365","10,225","3,908","365","8","110,875","110,875","3,925","5,825","16,201","18,205","12,528","17,038","18,788","11,923","5,496","929","17"
"서울특별시 영등포구 (1156000000)","371,691","371,691","19,572","22,310","51,521","75,158","51,978","53,635","48,994","31,482","14,664","2,322","55","181,081","181,081","9,998","11,434","22,838","37,652","26,541","27,012","24,313","14,421","6,103","756","13","190,610","190,610","9,574","10,876","28,683","37,506","25,437","26,623","24,681","17,061","8,561","1,566","42"
"서울특별시 동작구 (1159000000)","371,543","371,543","17,186","24,856","58,725","62,316","50,405","56,283","49,663","33,626","15,990","2,441","52","179,268","179,268","8,864","12,726","27,837","31,872","25,349","27,391","23,165","14,645","6,656","752","11","192,275","192,275","8,322","12,130","30,888","30,444","25,056","28,892","26,498","18,981","9,334","1,689","41"
"서울특별시 관악구 (1162000000)","477,503","477,503","13,394","23,397","100,745","95,034","57,216","63,918","59,761","42,154","19,418","2,419","47","239,793","239,793","6,803","11,753","48,020","53,041","31,011","32,898","28,659","18,658","8,184","759","7","237,710","237,710","6,591","11,644","52,725","41,993","26,205","31,020","31,102","23,496","11,234","1,660","40"
"서울특별시 서초구 (1165000000)","414,616","414,616","25,983","45,664","47,269","57,197","70,809","68,914","48,791","33,455","14,185","2,286","63","196,787","196,787","13,427","22,979","22,304","26,593","32,614","33,746","22,882","15,010","6,455","761","16","217,829","217,829","12,556","22,685","24,965","30,604","38,195","35,168","25,909","18,445","7,730","1,525","47"
"서울특별시 강남구 (1168000000)","552,631","552,631","31,163","63,665","61,386","78,898","98,970","88,980","63,248","45,488","17,883","2,853","97","263,657","263,657","16,061","33,173","28,681","36,997","45,076","44,430","29,781","20,300","8,276","863","19","288,974","288,974","15,102","30,492","32,705","41,901","53,894","44,550","33,467","25,188","9,607","1,990","78"
"서울특별시 송파구 (1171000000)","649,715","649,715","39,350","57,854","74,603","106,680","105,193","98,655","88,328","55,695","19,917","3,351","89","310,719","310,719","20,095","29,287","34,678","51,054","50,553","47,772","41,379","26,104","8,827","949","21","338,996","338,996","19,255","28,567","39,925","55,626","54,640","50,883","46,949","29,591","11,090","2,402","68"
"서울특별시 강동구 (1174000000)","498,701","498,701","31,465","44,079","53,881","77,029","81,272","75,083","71,865","45,611","15,812","2,525","79","242,813","242,813","16,371","23,356","25,431","37,744","40,246","37,112","33,784","21,145","6,966","644","14","255,888","255,888","15,094","20,723","28,450","39,285","41,026","37,971","38,081","24,466","8,846","1,881","65"
"전남광주통합특별시  (1200000000)","3,157,777","3,157,777","175,884","296,782","318,795","344,923","433,450","538,525","519,587","322,247","174,365","32,450","769","1,579,191","1,579,191","89,833","152,637","171,789","181,825","222,759","279,333","262,459","149,317","62,001","7,138","100","1,578,586","1,578,586","86,051","144,145","147,006","163,098","210,691","259,192","257,128","172,930","112,364","25,312","669"
"전남광주통합특별시 목포시 (1211000000)","199,230","199,230","9,504","20,999","20,187","19,174","30,027","35,832","32,062","20,363","9,703","1,350","29","99,085","99,085","4,849","10,831","10,992","10,121","15,399","18,591","15,347","9,064","3,583","303","5","100,145","100,145","4,655","10,168","9,195","9,053","14,628","17,241","16,715","11,299","6,120","1,047","24"
"전남광주통합특별시 여수시 (1213000000)","260,190","260,190","13,870","23,528","24,105","27,052","35,134","45,034","45,922","29,879","13,422","2,182","62","132,132","132,132","7,133","11,964","13,530","14,841","18,456","23,661","23,008","14,062","5,006","465","6","128,058","128,058","6,737","11,564","10,575","12,211","16,678","21,373","22,914","15,817","8,416","1,717","56"
"전남광주통합특별시 순천시 (1215000000)","273,733","273,733","17,592","27,678","28,871","32,646","38,118","47,201","43,995","23,517","11,557","2,503","55","136,571","136,571","9,075","14,232","15,713","17,099","19,097","23,410","22,091","11,234","4,077","535","8","137,162","137,162","8,517","13,446","13,158","15,547","19,021","23,791","21,904","12,283","7,480","1,968","47"
"전남광주통합특별시 나주시 (1217000000)","116,699","116,699","8,282","10,522","9,726","14,574","16,365","17,193","18,958","12,268","7,379","1,394","38","59,104","59,104","4,265","5,444","5,177","7,395","8,638","9,499","10,047","5,820","2,504","305","10","57,595","57,595","4,017","5,078","4,549","7,179","7,727","7,694","8,911","6,448","4,875","1,089","28"
"전남광주통합특별시 광양시 (1219000000)","155,979","155,979","10,668","15,900","15,535","20,310","22,411","29,331","24,532","11,171","4,978","1,121","22","81,855","81,855","5,448","8,125","8,980","11,317","11,929","15,271","13,301","5,524","1,712","247","1","74,124","74,124","5,220","7,775","6,555","8,993","10,482","14,060","11,231","5,647","3,266","874","21"
"전남광주통합특별시 동구 (1221000000)","105,344","105,344","6,525","7,802","13,384","14,332","14,082","15,337","15,483","11,333","6,102","950","14","51,521","51,521","3,348","3,974","6,702","7,381","7,292","7,752","7,286","4,954","2,539","290","3","53,823","53,823","3,177","3,828","6,682","6,951","6,790","7,585","8,197","6,379","3,563","660","11"
"전남광주통합특별시 서구 (1224000000)","274,408","274,408","14,254","26,285","34,579","34,208","39,898","49,105","40,263","23,326","10,647","1,796","47","134,132","134,132","7,374","13,766","17,778","17,906","19,615","23,766","18,950","10,326","4,157","488","6","140,276","140,276","6,880","12,519","16,801","16,302","20,283","25,339","21,313","13,000","6,490","1,308","41"
"전남광주통합특별시 남구 (1227000000)","205,428","205,428","12,160","22,957","20,716","22,727","31,782","32,571","30,299","20,771","9,781","1,624","40","98,018","98,018","6,167","11,408","10,611","11,460","15,466","15,847","13,714","9,021","3,902","414","8","107,410","107,410","5,993","11,549","10,105","11,267","16,316","16,724","16,585","11,750","5,879","1,210","32"
"전남광주통합특별시 북구 (1230000000)","416,780","416,780","25,011","39,348","48,048","53,627","60,782","70,466","63,708","36,540","16,475","2,719","56","205,911","205,911","12,797","20,461","25,313","27,902","30,883","34,905","30,272","16,414","6,313","645","6","210,869","210,869","12,214","18,887","22,735","25,725","29,899","35,561","33,436","20,126","10,162","2,074","50"
"전남광주통합특별시 광산구 (1233000000)","382,841","382,841","25,103","46,437","48,595","49,204","62,772","71,759","46,963","20,798","9,511","1,662","37","193,405","193,405","12,685","23,898","25,944","26,101","31,232","36,332","24,108","9,454","3,328","317","6","189,436","189,436","12,418","22,539","22,651","23,103","31,540","35,427","22,855","11,344","6,183","1,345","31"
"전남광주통합특별시 담양군 (1271000000)","43,972","43,972","1,624","2,766","3,028","3,152","4,281","7,371","9,929","6,661","4,293","843","24","22,219","22,219","831","1,457","1,750","1,642","2,288","4,020","5,330","3,251","1,477","171","2","21,753","21,753","793","1,309","1,278","1,510","1,993","3,351","4,599","3,410","2,816","672","22"
"전남광주통합특별시 곡성군 (1272000000)","27,663","27,663","753","1,599","1,783","1,816","2,377","4,621","6,441","4,342","3,091","811","29","13,822","13,822","365","868","1,015","945","1,280","2,554","3,500","2,109","1,000","182","4","13,841","13,841","388","731","768","871","1,097","2,067","2,941","2,233","2,091","629","25"
"전남광주통합특별시 구례군 (1273000000)","24,576","24,576","696","1,533","1,578","1,318","2,230","4,228","5,758","3,871","2,776","575","13","12,021","12,021","338","787","866","683","1,139","2,302","3,065","1,806","905","128","2","12,555","12,555","358","746","712","635","1,091","1,926","2,693","2,065","1,871","447","11"
"전남광주통합특별시 고흥군 (1274000000)","58,991","58,991","1,729","3,038","2,911","3,093","4,843","8,837","13,512","11,480","7,706","1,790","52","29,307","29,307","861","1,619","1,702","1,699","2,727","5,165","7,187","5,410","2,543","390","4","29,684","29,684","868","1,419","1,209","1,394","2,116","3,672","6,325","6,070","5,163","1,400","48"
"전남광주통합특별시 보성군 (1275000000)","38,101","38,101","1,141","2,214","2,265","2,083","3,301","5,981","8,561","6,745","4,713","1,077","20","18,768","18,768","588","1,134","1,228","1,150","1,793","3,381","4,548","3,182","1,548","214","2","19,333","19,333","553","1,080","1,037","933","1,508","2,600","4,013","3,563","3,165","863","18"
"전남광주통합특별시 화순군 (1276000000)","59,820","59,820","2,408","4,545","5,309","4,807","6,171","10,611","12,152","7,582","5,196","1,017","22","29,629","29,629","1,253","2,345","2,789","2,471","3,136","5,597","6,528","3,638","1,646","224","2","30,191","30,191","1,155","2,200","2,520","2,336","3,035","5,014","5,624","3,944","3,550","793","20"
"전남광주통합특별시 장흥군 (1277000000)","33,906","33,906","1,225","2,236","2,177","2,208","3,263","5,395","7,267","5,439","3,786","897","13","16,777","16,777","612","1,163","1,233","1,235","1,790","3,011","3,761","2,539","1,259","172","2","17,129","17,129","613","1,073","944","973","1,473","2,384","3,506","2,900","2,527","725","11"
"전남광주통합특별시 강진군 (1278000000)","31,644","31,644","1,370","2,039","2,070","2,140","2,936","4,835","6,880","5,044","3,575","735","20","15,598","15,598","671","1,053","1,188","1,149","1,569","2,688","3,573","2,371","1,200","134","2","16,046","16,046","699","986","882","991","1,367","2,147","3,307","2,673","2,375","601","18"
"전남광주통합특별시 해남군 (1279000000)","61,992","61,992","2,404","4,236","4,087","3,969","6,209","10,142","13,477","9,874","6,393","1,174","27","31,237","31,237","1,255","2,146","2,336","2,201","3,377","5,726","7,189","4,589","2,193","223","2","30,755","30,755","1,149","2,090","1,751","1,768","2,832","4,416","6,288","5,285","4,200","951","25"
"전남광주통합특별시 영암군 (1280000000)","50,027","50,027","1,924","3,750","3,948","3,725","6,096","9,037","9,994","6,459","4,199","872","23","26,444","26,444","970","1,927","2,413","2,083","3,588","5,280","5,563","3,057","1,370","187","6","23,583","23,583","954","1,823","1,535","1,642","2,508","3,757","4,431","3,402","2,829","685","17"
"전남광주통합특별시 무안군 (1281000000)","95,598","95,598","7,222","11,007","9,090","11,318","15,091","14,308","13,330","8,556","4,804","849","23","48,060","48,060","3,685","5,566","4,917","5,641","7,706","7,720","6,962","4,066","1,630","166","1","47,538","47,538","3,537","5,441","4,173","5,677","7,385","6,588","6,368","4,490","3,174","683","22"
"전남광주통합특별시 함평군 (1282000000)","29,651","29,651","914","1,698","1,800","1,874","2,619","4,840","6,679","4,925","3,572","713","17","15,167","15,167","476","886","1,031","1,034","1,501","2,859","3,747","2,342","1,140","151","0","14,484","14,484","438","812","769","840","1,118","1,981","2,932","2,583","2,432","562","17"
"전남광주통합특별시 영광군 (1283000000)","53,752","53,752","3,299","3,890","4,386","5,113","5,995","8,582","9,870","7,215","4,571","811","20","26,946","26,946","1,637","1,997","2,396","2,605","3,283","4,852","5,193","3,322","1,495","164","2","26,806","26,806","1,662","1,893","1,990","2,508","2,712","3,730","4,677","3,893","3,076","647","18"
"전남광주통합특별시 장성군 (1284000000)","43,130","43,130","1,878","3,005","3,338","3,450","4,518","7,214","8,814","6,162","3,932","802","17","22,161","22,161","949","1,532","1,975","1,803","2,444","4,063","4,860","2,992","1,358","181","4","20,969","20,969","929","1,473","1,363","1,647","2,074","3,151","3,954","3,170","2,574","621","13"
"전남광주통합특별시 완도군 (1285000000)","44,094","44,094","1,864","3,141","2,623","2,688","5,027","6,975","9,042","7,063","4,812","839","20","22,428","22,428","970","1,663","1,510","1,510","2,874","4,037","4,673","3,349","1,661","178","3","21,666","21,666","894","1,478","1,113","1,178","2,153","2,938","4,369","3,714","3,151","661","17"
"전남광주통합특별시 진도군 (1286000000)","27,841","27,841","1,059","1,914","1,836","1,766","2,758","4,443","5,983","4,336","3,161","575","10","14,062","14,062","495","993","1,078","944","1,580","2,589","3,187","2,084","991","119","2","13,779","13,779","564","921","758","822","1,178","1,854","2,796","2,252","2,170","456","8"
"전남광주통합특별시 신안군 (1287000000)","42,387","42,387","1,405","2,715","2,820","2,549","4,364","7,276","9,713","6,527","4,230","769","19","22,811","22,811","736","1,398","1,622","1,507","2,677","4,455","5,469","3,337","1,464","145","1","19,576","19,576","669","1,317","1,198","1,042","1,687","2,821","4,244","3,190","2,766","624","18"
"부산광역시  (2600000000)","3,230,982","3,230,982","164,813","265,962","328,766","388,666","455,930","522,452","550,489","376,896","154,488","22,047","473","1,569,321","1,569,321","84,394","135,963","167,322","201,067","230,907","256,593","258,742","168,807","60,026","5,440","60","1,661,661","1,661,661","80,419","129,999","161,444","187,599","225,023","265,859","291,747","208,089","94,462","16,607","413"
"부산광역시 중구 (2611000000)","36,203","36,203","593","1,490","4,590","3,964","3,796","5,800","7,190","5,767","2,647","356","10","17,533","17,533","324","723","2,135","2,184","2,048","3,063","3,455","2,515","993","92","1","18,670","18,670","269","767","2,455","1,780","1,748","2,737","3,735","3,252","1,654","264","9"
"부산광역시 서구 (2614000000)","101,028","101,028","3,954","7,021","10,359","10,056","12,428","16,231","18,769","14,488","6,712","984","26","48,319","48,319","2,030","3,635","4,935","5,134","6,330","8,290","8,905","6,324","2,496","236","4","52,709","52,709","1,924","3,386","5,424","4,922","6,098","7,941","9,864","8,164","4,216","748","22"
"부산광역시 동구 (2617000000)","83,146","83,146","3,323","4,483","7,725","10,575","10,383","13,282","14,901","11,867","5,723","867","17","40,420","40,420","1,731","2,266","3,643","5,556","5,571","6,968","7,253","5,153","2,069","208","2","42,726","42,726","1,592","2,217","4,082","5,019","4,812","6,314","7,648","6,714","3,654","659","15"
"부산광역시 영도구 (2620000000)","100,423","100,423","3,380","6,239","8,467","8,713","11,756","16,434","20,225","16,641","7,567","986","15","49,260","49,260","1,729","3,247","4,710","4,691","6,179","8,453","9,865","7,334","2,796","256","0","51,163","51,163","1,651","2,992","3,757","4,022","5,577","7,981","10,360","9,307","4,771","730","15"
"부산광역시 부산진구 (2623000000)","364,481","364,481","18,076","24,563","45,472","54,400","48,874","55,430","58,508","39,804","16,956","2,349","49","174,009","174,009","9,210","12,248","21,111","27,588","24,911","27,118","27,086","17,674","6,448","612","3","190,472","190,472","8,866","12,315","24,361","26,812","23,963","28,312","31,422","22,130","10,508","1,737","46"
"부산광역시 동래구 (2626000000)","270,741","270,741","16,572","26,425","24,784","31,619","42,004","43,682","42,185","29,942","11,794","1,704","30","130,151","130,151","8,448","13,707","12,573","15,791","20,631","21,222","19,231","13,226","4,863","457","2","140,590","140,590","8,124","12,718","12,211","15,828","21,373","22,460","22,954","16,716","6,931","1,247","28"
"부산광역시 남구 (2629000000)","254,774","254,774","12,458","22,373","30,401","28,307","35,093","41,598","40,042","29,687","13,010","1,776","29","123,623","123,623","6,439","11,397","15,885","14,618","17,498","20,567","18,542","13,015","5,205","453","4","131,151","131,151","6,019","10,976","14,516","13,689","17,595","21,031","21,500","16,672","7,805","1,323","25"
"부산광역시 북구 (2632000000)","260,432","260,432","12,720","20,108","23,720","31,164","33,294","44,328","52,041","30,227","11,206","1,587","37","127,535","127,535","6,570","10,360","12,661","16,479","17,073","20,864","24,862","14,028","4,279","357","2","132,897","132,897","6,150","9,748","11,059","14,685","16,221","23,464","27,179","16,199","6,927","1,230","35"
"부산광역시 해운대구 (2635000000)","370,275","370,275","19,624","34,676","34,314","41,215","54,815","64,998","61,854","39,611","16,569","2,547","52","177,030","177,030","10,037","17,885","17,753","20,713","26,452","30,673","28,809","17,762","6,277","655","14","193,245","193,245","9,587","16,791","16,561","20,502","28,363","34,325","33,045","21,849","10,292","1,892","38"
"부산광역시 사하구 (2638000000)","281,665","281,665","11,547","22,449","28,022","29,631","38,008","48,002","53,442","35,423","13,298","1,792","51","139,450","139,450","5,925","11,500","15,107","16,022","19,830","23,755","25,450","16,286","5,161","407","7","142,215","142,215","5,622","10,949","12,915","13,609","18,178","24,247","27,992","19,137","8,137","1,385","44"
"부산광역시 금정구 (2641000000)","205,483","205,483","7,614","15,387","25,390","20,494","24,916","32,976","38,505","26,983","11,428","1,750","40","99,763","99,763","3,816","7,751","13,642","11,069","12,614","15,890","17,982","11,982","4,561","448","8","105,720","105,720","3,798","7,636","11,748","9,425","12,302","17,086","20,523","15,001","6,867","1,302","32"
"부산광역시 강서구 (2644000000)","154,119","154,119","16,649","18,797","10,620","24,262","32,221","19,229","17,832","10,461","3,470","568","10","79,657","79,657","8,471","9,653","5,768","12,419","17,242","10,505","8,852","5,250","1,383","112","2","74,462","74,462","8,178","9,144","4,852","11,843","14,979","8,724","8,980","5,211","2,087","456","8"
"부산광역시 연제구 (2647000000)","211,580","211,580","12,047","17,224","21,005","28,544","30,811","33,459","33,439","23,938","9,769","1,316","28","100,670","100,670","6,149","8,719","10,225","14,231","15,211","16,033","15,253","10,546","3,947","352","4","110,910","110,910","5,898","8,505","10,780","14,313","15,600","17,426","18,186","13,392","5,822","964","24"
"부산광역시 수영구 (2650000000)","168,955","168,955","7,271","11,456","18,905","23,149","22,888","26,040","27,359","21,340","9,177","1,343","27","79,079","79,079","3,695","5,899","8,847","11,762","11,285","12,357","11,978","9,132","3,768","353","3","89,876","89,876","3,576","5,557","10,058","11,387","11,603","13,683","15,381","12,208","5,409","990","24"
"부산광역시 사상구 (2653000000)","192,275","192,275","7,045","13,131","20,557","22,369","23,612","32,569","40,169","23,758","8,035","1,009","21","95,856","95,856","3,688","6,638","10,549","12,279","12,468","16,263","19,780","10,964","3,028","198","1","96,419","96,419","3,357","6,493","10,008","10,090","11,144","16,306","20,389","12,794","5,007","811","20"
"부산광역시 기장군 (2671000000)","175,402","175,402","11,940","20,140","14,435","20,204","31,031","28,394","24,028","16,959","7,127","1,113","31","86,966","86,966","6,132","10,335","7,778","10,531","15,564","14,572","11,439","7,616","2,752","244","3","88,436","88,436","5,808","9,805","6,657","9,673","15,467","13,822","12,589","9,343","4,375","869","28"
"대구광역시  (2700000000)","2,347,389","2,347,389","130,470","212,738","246,232","286,109","331,606","407,729","382,092","231,702","101,609","16,794","308","1,148,806","1,148,806","67,034","108,893","128,912","152,268","165,940","198,653","182,566","102,762","37,498","4,234","46","1,198,583","1,198,583","63,436","103,845","117,320","133,841","165,666","209,076","199,526","128,940","64,111","12,560","262"
"대구광역시 중구 (2711000000)","101,815","101,815","8,193","7,621","13,549","18,615","15,009","14,305","11,325","8,177","4,267","735","19","48,647","48,647","4,240","3,766","6,147","9,412","7,720","6,921","5,266","3,393","1,581","198","3","53,168","53,168","3,953","3,855","7,402","9,203","7,289","7,384","6,059","4,784","2,686","537","16"
"대구광역시 동구 (2714000000)","338,544","338,544","18,609","26,013","32,870","44,420","46,176","55,512","56,490","38,453","17,249","2,703","49","165,200","165,200","9,628","13,388","17,111","23,744","23,646","27,312","26,378","16,824","6,449","712","8","173,344","173,344","8,981","12,625","15,759","20,676","22,530","28,200","30,112","21,629","10,800","1,991","41"
"대구광역시 서구 (2717000000)","163,456","163,456","6,801","9,743","14,145","19,651","19,442","28,020","33,488","21,763","9,083","1,297","23","80,796","80,796","3,494","4,882","7,518","10,938","10,536","14,289","16,130","9,445","3,278","285","1","82,660","82,660","3,307","4,861","6,627","8,713","8,906","13,731","17,358","12,318","5,805","1,012","22"
"대구광역시 남구 (2720000000)","141,659","141,659","5,581","8,456","16,356","18,578","17,350","23,343","24,106","17,705","8,656","1,506","22","67,339","67,339","2,890","4,258","7,720","9,945","8,798","11,517","11,139","7,540","3,122","407","3","74,320","74,320","2,691","4,198","8,636","8,633","8,552","11,826","12,967","10,165","5,534","1,099","19"
"대구광역시 북구 (2723000000)","406,587","406,587","20,839","37,444","49,540","47,658","55,517","75,452","65,184","36,239","16,182","2,478","54","200,974","200,974","10,696","19,110","26,573","25,810","27,794","36,925","31,663","15,988","5,817","592","6","205,613","205,613","10,143","18,334","22,967","21,848","27,723","38,527","33,521","20,251","10,365","1,886","48"
"대구광역시 수성구 (2726000000)","407,820","407,820","24,119","46,999","41,247","42,913","62,509","73,526","59,689","36,754","16,883","3,117","64","195,689","195,689","12,416","24,392","21,913","21,596","29,269","34,463","28,082","16,174","6,492","883","9","212,131","212,131","11,703","22,607","19,334","21,317","33,240","39,063","31,607","20,580","10,391","2,234","55"
"대구광역시 달서구 (2729000000)","512,963","512,963","26,422","48,345","56,449","61,041","70,758","93,077","87,253","47,670","18,864","3,036","48","250,771","250,771","13,596","24,584","29,516","32,874","34,943","44,496","41,527","21,501","6,985","737","12","262,192","262,192","12,826","23,761","26,933","28,167","35,815","48,581","45,726","26,169","11,879","2,299","36"
"대구광역시 달성군 (2771000000)","251,993","251,993","19,460","27,316","21,181","32,100","43,236","41,010","38,258","20,251","7,789","1,366","26","127,630","127,630","9,821","14,070","11,892","17,270","22,323","20,741","18,893","9,520","2,812","284","4","124,363","124,363","9,639","13,246","9,289","14,830","20,913","20,269","19,365","10,731","4,977","1,082","22"
"대구광역시 군위군 (2772000000)","22,552","22,552","446","801","895","1,133","1,609","3,484","6,299","4,690","2,636","556","3","11,760","11,760","253","443","522","679","911","1,989","3,488","2,377","962","136","0","10,792","10,792","193","358","373","454","698","1,495","2,811","2,313","1,674","420","3"
